review_body_-1,review_body_0,review_body_1,__joinsource_column_name__
-0.02437172686742861,0.05201127910481129,-0.027838154938196635,480
0.05737983439676653,0.044165853321825765,-0.1038770789535094,1974
-0.07076206406690055,0.002655378996563651,0.06661087748665329,1608
-0.08240280891353646,0.0025570894394991717,0.07779519703793625,1612
0.07516190866128691,0.03060941312498422,-0.10861427872772333,802
0.07761635878950579,0.020330477627609422,-0.10056311964613152,1503
-0.08264049568689069,0.04888551025563059,0.03251357143958955,803
-0.009085407037176974,0.003964918680478657,0.005140238005202136,1653
-0.03736033675406203,0.03882668855948823,-0.0015832288300517972,126
0.0643509013397483,0.04584978788368799,-0.11302555939355297,805
0.05251604685800371,0.027469917062564964,-0.08146460613990525,1210
-0.026847765026542403,0.052427645084340946,-0.02578342248949672,289
0.03252781313178388,0.029846219584618527,-0.06311670048508344,611
0.04257142092936805,0.07976100886101634,-0.12569429803882104,941
0.08909433836331448,-0.05966603646502644,-0.03206105793145175,1778
-0.0547597717605407,0.0681873394982001,-0.014091789712519343,1136
-0.09891382371975532,-0.005066551086358895,0.10071138100570742,37
-0.045180014071299346,-0.035152236332157916,0.07850286625484959,1287
0.0706433192669097,0.05035561286025747,-0.12446614157963354,1270
-0.098805194421554,-0.03331728223586239,0.12747485552776405,886
0.02152643253729547,0.01011446659058901,-0.03182421130335433,17
0.0330255273666511,0.02630588011821111,-0.060013227997686824,1544
0.020467675841393085,-0.052090353299597325,0.03045850120397675,1130
-0.113917137609999,-0.03527724154326628,0.14330453911996954,1451
-0.0932348612965973,0.015099562720760407,0.0758857639583359,1729
-0.027706360114198025,0.03091033507168528,-0.0032014257438781613,1074
0.024695255186403142,-0.050005727087126806,0.02422381905335258,1857
-0.0056045862915083955,0.004257210656847477,0.0013800190722541572,1197
0.06067778454813111,0.018221234200972658,-0.08051518268473679,919
0.06440801466645996,0.022392703587495788,-0.08872273651914575,1993
0.05728059940764452,0.047794629937636945,-0.10756258186487444,405
0.021226698014246148,0.07696342481275376,-0.10027563124965566,1528
-0.05006797288520726,0.047993337841773065,0.001728100439289948,1828
-0.023828022882657063,0.024995136385236427,-0.0011296465445483905,1505
0.044175381769444355,-0.008622261887545668,-0.03620223516014609,356
0.05049372033168509,0.049839415761729566,-0.1025316172546391,113
-0.06028395848959167,-0.016491280234985473,0.075099429016671,60
-0.04173213699160072,-0.014628882925970976,0.0554294271255118,648
-0.07029135873433745,-0.02298815017728606,0.09087344367848471,684
-0.11972633356561846,-0.10649043924395485,0.2139517459976253,1902
-0.035881089344536266,0.01689019511334633,0.01884137024630339,333
-0.011069072416455938,0.004373095319027298,0.006710366943017854,1399
-0.0491335307168862,0.06344581956882756,-0.014824861889429886,875
0.03919928275870266,0.04256017186774941,-0.08312186565984281,1595
0.08518668396466345,0.013229265534003276,-0.10127871886512052,1929
-0.08572445936478346,0.026720779543286,0.057394985721815006,245
-0.055939115458067956,0.08354676891332624,-0.02863892774257948,639
0.0681673104759738,0.036921126487239664,-0.10775068674788801,294
-0.004070592245194349,0.011380108664275412,-0.007238787308366801,924
-0.028798952288997426,0.04108318631662222,-0.012345506927222138,130
-0.023119672477057596,0.07133875090245434,-0.048898319841006455,668
-0.02221838161757772,0.02561305073408726,-0.0033470925780832994,1521
0.09537512440173834,0.03355939771191674,-0.13337947444826848,468
0.013940992383603912,-0.0014136494059153737,-0.012606309733309451,869
-0.0831891286441343,0.02825937123505018,0.05346242767502418,575
-0.033217609300906115,0.05082766830057939,-0.01780322276281976,804
-0.03034954911262866,0.033149832793079814,-0.00282550923487912,234
-0.008496769622200362,0.012788313689606756,-0.00421494664362243,950
0.07501057966790403,0.022117723321274707,-0.09964520453672054,457
0.013147450682273076,0.0738488425778071,-0.08860327570065873,859
0.015617634392230961,0.08159634010992278,-0.09930698794517168,1624
0.10005145385092662,0.017781823251674433,-0.12191755756225986,417
-0.042165302158801876,0.08238734684845928,-0.041159009660576173,582
1.3366620776888993E-7,-1.3494777550970838E-7,0.0,308
0.03514459897823341,0.08083261875762837,-0.11897322968320445,1684
-0.030791145853733215,0.004949216957536695,0.025634039364156425,1532
-0.0601476457837663,3.821471579720237E-4,0.05863976635494228,1830
-9.559974061542631E-4,0.0017180561402649897,-7.468973461856043E-4,1700
-0.0803510079836024,0.012936917186392227,0.06575935803964039,592
-0.0524092309326758,-0.011419631852883971,0.0626408937988907,1897
2.879033896684424E-4,0.05243759031099626,-0.0531884942897487,1933
-0.05086875932321344,0.07813542729257139,-0.028110590190308704,355
0.07096976893650253,0.035510651702126195,-0.10925836932037969,427
0.011461081260632167,0.019186478273286567,-0.030722830325591644,589
0.03955420984463309,0.06490283311492073,-0.10679487980601376,617
1.3366620776888993E-7,-1.3494777550970838E-7,0.0,438
-0.026202064143118875,0.0174807976223722,0.008714071665843592,1885
0.0,0.0,0.0,16
-0.050512191852810195,-0.005581641008904459,0.05514793622043224,559
-7.257604933269546E-4,0.0017049738466267117,-9.644203200036561E-4,323
0.010357726205706408,-0.004242732176142905,-0.006185786387226777,1004
-0.046068764670548434,0.0031194123149905773,0.042355091022153624,1967
0.0044234111423879785,0.06494101647697659,-0.0703213781001435,378
0.0016489940904703682,-6.416120465926323E-4,-0.0010145892735679007,107
0.06512246738851157,0.04716016973874493,-0.11521884970562168,1083
-0.03281118734185162,-0.023905258530725115,0.055742035087818276,325
-0.004376177374134649,0.04594734466983019,-0.041805030675541754,1405
-0.04894855230795969,-0.033741090416987474,0.08077458313084829,1278
-0.014752616635216542,0.059130738944158545,-0.044793022755491685,1844
-0.021310768507628697,0.08540611833486988,-0.06531251829116402,1117
0.08057566001193006,0.041464013873649286,-0.12575053132885938,1482
0.014963393528885205,-0.004166782246536438,-0.010901431670461648,848
0.008719280897675041,0.022636723577362794,-0.031421264857524056,1408
-0.0023236061634643868,0.013112249625875427,-0.010719159392827526,1028
0.03215980211714131,0.038108177540013055,-0.07121150601496795,1719
-0.0015594827343548001,0.006910097375401714,-0.00530115378902718,857
-0.02674485974853469,-0.013801929899444731,0.040026448318943086,1032
0.01226583928477909,0.09875006473080439,-0.11398083470348153,1368
-0.014447451494865815,0.04736529268033851,-0.03307679717988288,1592
-0.04632660689535806,-0.00930612043701029,0.05471763686652675,285
-0.013358538048941826,0.009077133112650793,0.004323553540936942,1500
0.06273279888555783,0.046327439369858725,-0.11180680114149832,1170
0.034967226326209744,0.07341246760691944,-0.11093270893676976,276
-0.0597886796507312,-0.10509378623160892,0.157587506001584,564
-0.018891024130989975,0.029173172215445353,-0.010229709942606857,1400
-0.040108110428518695,0.006554918831403023,0.03317906890882538,348
-0.05089963130055242,-0.0038021959225501556,0.05379205211767735,1953
0.005247092656850194,0.014478140631594916,-0.019702819634097923,453
0.056885195397590405,0.045705305817899666,-0.10496104313414634,1407
-0.06822458044417812,-0.05343221008433152,0.11775269572895308,1466
-0.004272973813714831,0.02185209508928798,-0.017515596957717094,982
-0.006953667246124118,0.017959151293653774,-0.010922639328651895,1573
-0.06832379125336085,0.01069834514122503,0.05643928410071175,1522
-0.010244118300661298,0.0648795810834637,-0.0552766634553854,531
-0.020467496041593036,0.026572187337058017,-0.006049764915785127,1172
-0.08030537782452973,0.022108213082599915,0.05674759257788253,233
0.03346365660938133,0.031505816653222385,-0.06578321680647492,1371
0.04968385938567743,0.06261116651796517,-0.11507535054891216,1113
-0.09598762441915798,7.282225962182975E-4,0.09239399951490257,364
0.024528038228619264,-0.0782656154110033,0.051435828682702245,1960
-0.029417823433809942,0.03807033379068825,-0.00869437523832084,1963
-0.015248175315900947,0.017964114181757584,-0.0026406472213943433,343
0.06131542602999873,0.049849769740831884,-0.11399336794351544,747
-0.09586929899280972,-0.002338769892382686,0.09523506854156782,506
-0.016645827136210545,0.03364413304214542,-0.016971363692340646,576
-0.00570957649622561,0.01148670830074694,-0.005704445407559877,1007
-0.0163466494398542,0.03272165940872329,-0.016341033417061834,1427
-0.06974611020694532,-0.03392761676361822,0.10077880838116138,1343
-0.05251046853667529,0.013296840743003968,0.03862750034815221,394
-0.12076937698932488,-0.05508596501307106,0.16804343498880114,774
-0.0986495184435694,0.02249060920684476,0.07380222975843787,1366
0.049273719468034494,0.05978423016865542,-0.11166571369705358,79
-0.025202502710001573,0.0194798261108885,0.005736322538913208,1174
-0.0359013815187621,0.07101636684362012,-0.03572071049366998,277
-0.01542417196493917,-0.08856348600529196,0.1002049860768166,1102
-0.03393232643187094,0.04108385373432222,-0.0072472331806451296,1485
-0.03690082395840144,0.022475742911784558,0.014301268735535944,1245
-0.013216493689397701,0.03186700340000481,-0.018614321896624153,304
-2.6948301184603896E-4,0.006923021934598372,-0.0066070229224890475,1934
0.01284704093321476,0.050080205504278386,-0.06361177100040782,748
-0.06821472480400348,-0.027468067535314833,0.09317897807432629,1194
-0.03790778681861262,0.044986662608439976,-0.0072412004123092455,955
-0.06116721468644648,0.03503492695296362,0.025539602244518123,730
0.08302960619456878,0.01918071381108677,-0.10513133719999623,1374
0.05205288716412726,0.05948846599430879,-0.114295576333319,1518
-0.00740773827835528,0.05372228281012792,-0.0466835714911743,1023
0.03697035708957186,0.07146743306177294,-0.11098848750312873,601
-0.09255470166687374,-0.09935730116959651,0.18276363009658747,736
0.03473036163771248,0.06509161750193493,-0.10192616580175651,1423
0.06881608061562661,0.028904419991945485,-0.10010606220966245,1764
0.03369902866494312,0.05991403633603598,-0.09542373838621365,1924
0.05893324827795399,0.04028078310180205,-0.1014701228371242,1314
-0.1202236030236381,-0.00243047419502207,0.11802743660825621,1276
-0.02438789916602535,0.048209962872715395,-0.023958636236507846,284
-0.01772801045472505,0.009144264092800558,0.008596980335684568,756
0.05182752725038142,-0.024647350021702152,-0.02809816939853571,4
0.06478379407186707,0.047953889484205425,-0.1156910589654967,1655
-0.1080112722226998,0.01672353880344435,0.08821997313119379,248
-0.07040420101936362,-0.0016032138003037044,0.07040019906378148,706
-0.05528645325607795,0.04866401652465879,0.0061753348968277555,693
-0.006226545842360487,0.038016368095111,-0.03186327885395157,637
0.04850528143547039,0.04972950218071015,-0.10032204294889335,1077
0.03539226979248311,0.06968150964700781,-0.10744561346667092,1706
-0.03588474221814564,-0.0013377730868125992,0.03679525228326619,1310
-0.006155691694532672,0.023771914722555354,-0.01755259122882602,476
-0.00578671448480228,3.478746952496614E-4,0.005434757010565838,1
-0.10233325808028304,-0.11759595752528162,0.20813835850287105,1050
-0.01568294792665026,0.031641750188172835,-0.015917615937834695,1020
-0.05387756465991489,0.034436661848016636,0.01903450098660686,224
-0.017465696047519352,0.03550131659914191,-0.01802360230511124,624
